Index,Coments_norm,Estrelas SIA,Estrelas,Polarity Scores
1592,fell love restaurant quality food structure ornamentation service everything perfect camaroes really best restaurant haute cuisine christmas,5,5,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.9245}"
1593,typical northeastern brazilian restaurant offering high standard seafood unmissable quality,3,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1594,restaurant obligatory pass simply wonderful food best brazil love shrimp perfect location made selected ingredients dishes unique flavor balanced seasoning highlights value combinations dishes arrive table incredible record time friendly staff well trained best arrive early restaurant crowded wait worth highly recommend,5,5,"{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.9854}"
1595,restaurant food quality exceptional service want food quality restaurant highly recommended,4,5,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.3384}"
1596,heard restaurant arrived amazing food great atmosphere excellent dricks ordered moscow mule great,5,5,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.9493}"
1597,definitely best seafood restaurant city pleasant airconditioned environment recommend international shrimp wellserved dish three people eat well parking,5,5,"{'neg': 0.0, 'neu': 0.468, 'pos': 0.532, 'compound': 0.93}"
1598,perfect best shrimp life structure service especially dishes praise course everything price great quality,5,5,"{'neg': 0.0, 'neu': 0.386, 'pos': 0.614, 'compound': 0.9507}"
1599,good restaurant haute cuisine refinement excellent service view kindness service missing,5,5,"{'neg': 0.117, 'neu': 0.372, 'pos': 0.511, 'compound': 0.8126}"
1600,excellent restaurant affordable price costbenefit ratio excellent recommend dish photos due sorry made mistake simply excellent quality excellent service unique exclusive,5,5,"{'neg': 0.104, 'neu': 0.366, 'pos': 0.53, 'compound': 0.9442}"
1601,worth visiting christmas mini vacation husband already 2 days restaurant restaurants interested almost menu service good willing satisfy desire less twice well served food average speed getting table starters good main courses come christmas worth spending,5,5,"{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.9459}"
1602,lunch april 27 2019 tasty food variation cozy restaurant well decorated extremely clean cost x benefit good christmas miss opportunity get know,5,5,"{'neg': 0.052, 'neu': 0.489, 'pos': 0.459, 'compound': 0.9092}"
1603,nice place great service varied menu delicious food well served dishes fair price,5,5,"{'neg': 0.0, 'neu': 0.348, 'pos': 0.652, 'compound': 0.9325}"
1604,natal cannot miss cameroon simply famous restaurant city impeccable service incredible dishes price cheap fair quality food presented worth,4,5,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.5638}"
1605,tasty dishes lots diversity shrimp meets tastes serves three people well average prices comfort quality,4,5,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.5574}"
1606,beautiful place good service pleasant especially go friends dishes well served,5,5,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.939}"
1607,pleasant atmosphere beautiful decoration offers menu differentiated dishes tasty quality,5,5,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.802}"
1608,local good food great service recommended sure basic dishes shrimp specialty house,5,5,"{'neg': 0.0, 'neu': 0.419, 'pos': 0.581, 'compound': 0.8779}"
1609,worth visit excellent food fair price best moqueca ever wonderful restaurant bathroom show parties accept cards waiters attentive,5,5,"{'neg': 0.0, 'neu': 0.343, 'pos': 0.657, 'compound': 0.9643}"
1610,alone thought amazing perfect restaurants life order shrimp 4 cheeses individual difficult eat everything saw clean place quiet cold beer recommend,5,5,"{'neg': 0.144, 'neu': 0.449, 'pos': 0.407, 'compound': 0.8481}"
1611,arrive location found super chic beautiful place attended adelmir friendly attentive staff asked shrimp 4 cheeses asked natural cashew juice said needed see chef house period fruit happiness brought jar exceptional food also absurdly delicious finish ate sonrrtable called cocada beautiful moca close golden key recommend restaurant everything provided price inside paid dinner different place cheap eat kite,5,5,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.9823}"
1612,doubts camaroes best restaurants already exceptional service wonderful food cozy pleasant atmosphere recommend come back often,5,5,"{'neg': 0.082, 'neu': 0.409, 'pos': 0.509, 'compound': 0.91}"
1613,restaurant gastronomy excellent service good staff waiters great location,5,5,"{'neg': 0.0, 'neu': 0.359, 'pos': 0.641, 'compound': 0.8934}"
1614,restaurant highlights excellent service cordiality waiters varied dishes contain shrimp serve 2 people well comes 380g shrimp ordered provencal salad super plentiful starter shrimp good petit gateau balanced chocolate well prepared recommend,5,5,"{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.9524}"
1615,sophisticated atmosphere less grand brother side street opinion best restaurant christmas keep thinking tourists environment shrimp better remembering food two equally wonderful always well served always meals wonderful,5,5,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.9716}"
1616,incredible restaurant great service start end waiters super friendly dish chose shrimp served delicious flavor indescribable shrimps huge,5,5,"{'neg': 0.0, 'neu': 0.43, 'pos': 0.57, 'compound': 0.9531}"
1617,christmas let go shrimps restaurant commented residents,3,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1618,prepared wait house full service worth aperitif recommend pastries especially shrimp suggestion 1 pastry 2 people dishes well served pleasant atmosphere extraordinary service recommend,5,5,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.9042}"
1619,want talk first service important dishes attentive staff door attendants even waiters well trained professionals need highlight cleber made difference dinner arrived irritated wet storm patient us satisfied wishes asked mix dishes gave perfect solution doubts glass wine order brought taste wine saw really undecided yet manager hope soon speak restaurant lots dedication respectful friendly efficient professional besides delicious dishes parma salad burrata divine shrimp show dessert ice cream cheese much guava highly recommend hope opens rj rio locals talk restaurant talk christmas,5,5,"{'neg': 0.065, 'neu': 0.56, 'pos': 0.375, 'compound': 0.9855}"
1620,spectacular food dessert close gold key perfect service fair price would definitely come back,5,5,"{'neg': 0.0, 'neu': 0.558, 'pos': 0.442, 'compound': 0.8271}"
1621,first arriving found restaurant cameroon branch headquarters parking customers impeccable service hearty dishes rating 10 aspects,3,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1622,loved nice place enjoy wonderful moments savoring special vintage wine tasting wonderful shrimp good service attentive waiters,5,5,"{'neg': 0.0, 'neu': 0.304, 'pos': 0.696, 'compound': 0.9716}"
1623,delicious dishes delicious food spectacular service view pleasant atmosphere,5,5,"{'neg': 0.0, 'neu': 0.359, 'pos': 0.641, 'compound': 0.8934}"
1624,best shrimp brazil first class service restaurant flavor want come back several times,4,5,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6705}"
1625,excellent option lunch dinner good dishes seafood reasonably priced best everything delicious coconut candy definitely back,5,5,"{'neg': 0.0, 'neu': 0.39, 'pos': 0.61, 'compound': 0.9531}"
1626,excellent service waiter edmilson special super attentive dishes well served well presented diverse environments different lighting exclusive wine list varied fair price,5,5,"{'neg': 0.0, 'neu': 0.45, 'pos': 0.55, 'compound': 0.946}"
1627,good food affordable prices compared region executive dishes eat two people calmly service detail part extremely qualified professionals choice dish please piece fear really good sweet fans let try desserts would think twice,5,5,"{'neg': 0.073, 'neu': 0.615, 'pos': 0.312, 'compound': 0.8583}"
1628,liked eating restaurant left christmas came back eat family loved shrimp dishes plentiful tasty recommend,5,5,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.8481}"
1629,camaroes doubts restaurant fills potiguar pride besides delicious food fair price impeccable service always surprises last visit feeling cold table noticed brought warm fragrant cover well packed ah camaroes,5,5,"{'neg': 0.056, 'neu': 0.538, 'pos': 0.405, 'compound': 0.891}"
1630,food executive dish two people eating shrimp 4 cheeses sensational service drinks dessert also good could go back life,4,5,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}"
1631,environment food spectacular good menu wines drinks great service,5,5,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7906}"
1632,restaurant april 5th celebrate 22 years married itatiba sp christmas made best choice dinner great price great dish rating 10 service good came back lunch,5,5,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9638}"
1633,spectacular welcoming atmosphere special care quality service dishes served pleasant experience come back often possible,5,5,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.9022}"
1634,varied menu many options wine wonderful food pleasant atmosphere good service,5,5,"{'neg': 0.0, 'neu': 0.447, 'pos': 0.553, 'compound': 0.872}"
1635,restaurant good atmosphere beautiful delicious food price abusive waiter informed dish one person serves well 2 people ordered served well two ate duo 9150 worth eating,5,5,"{'neg': 0.108, 'neu': 0.464, 'pos': 0.428, 'compound': 0.886}"
1636,best restaurants seafood northeast region prices fit budget excellent service comfortable parking recommend,5,5,"{'neg': 0.0, 'neu': 0.331, 'pos': 0.669, 'compound': 0.9451}"
1637,variety options worthy sophistication good taste prices relatively good quality food worth visit,5,5,"{'neg': 0.0, 'neu': 0.459, 'pos': 0.541, 'compound': 0.8625}"
1638,unmissable christmas let go camaroes nice place good service good food,5,5,"{'neg': 0.0, 'neu': 0.482, 'pos': 0.518, 'compound': 0.8225}"
1639,believe evaluations researched arrived restaurant high expectations ordered two dishes shrimps bad food otherwise good impression mechanically assembled dish ingredients fit together like restaurant shopping mall cozy atmosphere structure first think worth visit high expectations food relationship,4,2,"{'neg': 0.076, 'neu': 0.671, 'pos': 0.253, 'compound': 0.7351}"
1640,definitely best christmas restaurant great food excellent prices dishes little high size dishes fair price plentiful serves well 4 people excellent service rush queue usually long huge demand,5,5,"{'neg': 0.034, 'neu': 0.404, 'pos': 0.563, 'compound': 0.9738}"
1641,good good food great service beautiful place rating 10 liked everything restaurant definitely worth visit,5,5,"{'neg': 0.0, 'neu': 0.274, 'pos': 0.726, 'compound': 0.9648}"
1642,holidays,4,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}"
1643,wellrecommended restaurant easy access fully varied menu anyone comes christmas needs visit place everything organized trained employees feel hospitable people rio grande norte,4,5,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.4404}"
1644,super cozy place ample parking spaces service rating 10 food 1quality celebrated birthday wife local,5,5,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.8225}"
1645,super pleasant atmosphere good service excellent food good go family friends two delicious food well served,5,5,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.9766}"
1646,good restaurant large affordable thought would spend fortune super fair wonderful food worth visiting,5,5,"{'neg': 0.0, 'neu': 0.38, 'pos': 0.62, 'compound': 0.9287}"
1647,wonderful local restaurant good gathering friends family couples spectacular service wonderful seasoning prices dishes high recommended place enjoy christmas delicacies,5,5,"{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.9545}"
1648,soon brother arrived found limited places sit look first arrive new room pleasant yet open inattentive service slow confused waiter showed great difficulty serving constantly evading place called another replacement simply said serve department delay service waiter already found forgotten pina colada tasted burrata dish cannot fully appreciated brother inconvenience waiter decided order dessert long minutes dessert forgotten drink fact try taste dessert waiter turned away dish thing already made burrata brother collection absurd closed gold key lot difficulty asking bill old shrimp showed maintained good quality previous years,1,1,"{'neg': 0.192, 'neu': 0.712, 'pos': 0.095, 'compound': -0.7567}"
1649,girlfriend looked size restaurant imagined spending fortune surprise fair price excellent food recommend visiting ate hidden starter shrimp main course file funghi delicious,5,5,"{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.9231}"
1650,best restaurants city brazil terms crustacean dishes really exceptional quality ambiance service fair price come christmas know shrimps come negative point toy library unfortunately,3,4,"{'neg': 0.187, 'neu': 0.613, 'pos': 0.199, 'compound': 0.1027}"
1651,simply best service best gastronomy christmas fettuccine farofa bread shrimp best order date entered hall favorite dishes hope open long awaited unit sp,5,5,"{'neg': 0.03, 'neu': 0.464, 'pos': 0.505, 'compound': 0.9607}"
1652,shrimps famous ctoda racao lean menu practically discourages wanting different fish fruits sure seafood delicacies depend freshness fishing plenty delicious food comfortable facilities friendly efficient service,5,4,"{'neg': 0.076, 'neu': 0.524, 'pos': 0.401, 'compound': 0.9081}"
1653,tourists visit christmas leave two references city morro careca restaurant camaroes anywhere native world find brazilian already natal falara two places exceptional quality cuisine affectation fair prices make camaroes beloved place city locals visitors,4,5,"{'neg': 0.032, 'neu': 0.82, 'pos': 0.148, 'compound': 0.6597}"
